"","date","time","post_id","title","description","total_clicks","other_clicks","photo_views","link_clicks","three_second_video_plays","comments","likes","shares","engagements","reach","impressions","hidden_unique_negative_comments","all_hidden_unique_negative_comments"
"172","01/19/2022","21:01",466907581625183,"Fotos subidas con el móvil","",76,42,34,NA,0,3,41,6,50,1242,1256,NA,NA
"173","01/19/2022","22:01",466929611622980,"Actualización de estado","I will keep posting Disco Elysium until the other admins play it",59,27,32,NA,0,0,16,5,21,857,881,NA,NA
"174","01/20/2022","10:01",467246471591294,"Political Compass Memes 9","",26,16,10,NA,0,0,16,2,18,692,748,NA,NA
"175","01/20/2022","10:01",467248228257785,"Actualización de estado","",32,8,24,NA,0,0,18,1,19,772,800,NA,NA
"176","01/20/2022","18:01",467432398239368,"Actualización de estado","",121,55,66,NA,0,0,55,5,60,1376,1447,NA,NA
"177","01/22/2022","09:01",468414591474482,"Actualización de estado","",108,70,38,NA,0,2,64,1,67,854,905,NA,NA
"178","01/22/2022","22:01",468714814777793,"Actualización de estado","",44,21,23,NA,0,0,26,0,26,972,1006,NA,NA
"179","01/23/2022","09:01",469019654747309,"Actualización de estado","",201,85,116,NA,0,2,41,4,47,1497,1557,NA,NA
"180","01/23/2022","12:01",469073438075264,"","",76,58,18,NA,0,4,80,5,89,1630,1648,NA,NA
"181","01/24/2022","07:01",469539641361977,"Asian Spiritual Shitposting (ASS)","",25,17,8,NA,0,1,9,0,10,679,711,NA,NA
"182","01/24/2022","08:01",469569618025646,"","Rise and Grind, Kings. Those hoe's aint gonna scare themselves. 😤😤💪",11,11,NA,NA,0,2,39,4,45,499,533,NA,NA
"183","01/24/2022","08:01",469575331358408,"Actualización de estado","",56,43,13,NA,0,2,37,4,43,1014,1054,NA,NA
"184","01/24/2022","19:01",469803671335574,"Actualización de estado","",115,83,32,NA,0,1,97,7,105,1468,1510,NA,NA
"185","01/24/2022","22:01",469887351327206,"Fotos de la biografía","",7,4,3,NA,0,0,26,2,28,613,652,NA,NA
"186","01/25/2022","11:01",470235657959042,"Actualización de estado","Bad fishe. No evolve. Only swimme.",70,34,36,NA,0,0,70,9,79,1303,1347,NA,NA
"187","01/26/2022","07:01",470730417909566,"Actualización de estado","",54,38,16,NA,0,2,34,3,39,907,933,NA,NA
"188","01/26/2022","20:01",471059917876616,"Actualización de estado","",392,168,224,NA,0,1,70,9,80,1823,1844,NA,NA
"189","01/26/2022","22:01",471121061203835,"Actualización de estado","A monument to all my sins",16,11,5,NA,0,0,19,0,19,869,906,NA,NA
"190","01/26/2022","23:01",471144721201469,"Actualización de estado","",81,53,28,NA,0,2,60,5,67,1452,1470,NA,NA
"191","01/27/2022","10:01",471433871172554,"Actualización de estado","Stoicism hours",136,60,76,NA,0,1,102,8,111,1641,1653,NA,NA
"192","01/27/2022","13:01",471501607832447,"Sigmund Freud's Dank Meme Stash 2: Daddy's Return","",253,171,82,NA,0,2,68,8,78,1830,1900,NA,NA
"193","01/27/2022","17:01",471589404490334,"Actualización de estado","",62,50,12,NA,0,1,43,6,50,972,1032,NA,NA
"194","01/28/2022","10:01",472027021113239,"Actualización de estado","",8,2,6,NA,0,0,3,0,3,766,800,NA,NA
"195","01/28/2022","12:01",472095424439732,"","",14,8,6,NA,0,4,24,3,31,740,782,NA,NA
"196","01/28/2022","17:01",472178061098135,"","Go ahead Deleuzians explain what I got wrong (seriously though)",159,128,31,NA,0,9,80,9,98,3624,3710,NA,NA
"197","01/28/2022","17:01",472182631097678,"Actualización de estado","",113,79,34,NA,0,0,35,4,39,1353,1423,NA,NA
"198","01/28/2022","19:01",472240644425210,"Actualización de estado","",58,43,15,NA,0,1,49,2,52,1305,1348,NA,NA
"199","01/29/2022","11:01",472615204387754,"Actualización de estado","",36,24,12,NA,0,0,26,2,28,956,1006,NA,NA
"200","01/30/2022","18:01",473406427641965,"","",88,70,18,NA,0,7,81,11,99,2096,2296,NA,NA
"201","01/30/2022","21:01",473475427635065,"Actualización de estado","",22,15,6,1,0,0,14,1,15,1115,1186,NA,NA
"202","01/31/2022","11:01",472132777769330,"","I will not elaborate on this O.C.",336,172,164,NA,0,8,132,41,181,4734,4987,NA,NA
"203","01/31/2022","17:01",473951280920813,"Actualización de estado","",140,59,81,NA,0,0,13,0,13,1251,1299,NA,NA
"204","02/01/2022","08:02",474321864217088,"","",61,51,10,NA,0,7,64,8,79,1545,1579,NA,NA
"205","02/01/2022","13:02",474459630869978,"Actualización de estado","",47,29,18,NA,0,3,27,5,35,1078,1138,NA,NA
"206","02/02/2022","07:02",474913677491240,"G.W.F. Hegel's Dialectic Depository for Spiritually Elevated Teens 🦉","",86,59,27,NA,0,3,86,5,94,1554,1593,NA,NA
"207","02/02/2022","08:02",474944950821446,"","",161,66,95,NA,0,4,124,28,156,3284,3506,NA,NA
"208","02/02/2022","12:02",474417950874146,"","O.C.

 
 
Here's a bit of an explanation for those who have interest.
In ""Modern Man In Search of A Soul,"" Jung describes the confessional as a societal precursor of psychoanalysis. According to his view, confession is the first step in the psychoanalytic process - and a cause of great relief. He thinks that anything which we feel the need to keep secret from others becomes like an alienating sin to us. Confession undoes that alienation- it's the reestablishment of appropriate relationship. A person can feel accepted because they confess. 

Upon closer examination, confession plays an important roll in more than just the healing process of therapy- it's necessary to enter a romantic relationship, or to make amends with a person who has been offended. Confession also occurs on a larger social scale, celebrities feel compelled to confess to the public whenever the tides of public opinion turn against them. Confession also plays an interesting role in cult psychology and the psychology of reeducation and prison camps.

In all cases, the goal of confession is the establishment or reestablishment of a relationship, and the thereby alleviation of a sense of alienation.",166,51,115,NA,0,3,41,9,53,1630,1753,NA,NA
"209","02/02/2022","20:02",475225754126699,"","Do the worst two sitcoms have buddha-nature?",136,80,56,NA,0,0,20,0,20,1284,1344,NA,NA
"210","02/03/2022","08:02",475523087430299,"Actualización de estado","",58,28,30,NA,0,1,35,7,43,1240,1283,NA,NA
"211","02/03/2022","11:02",475278967454711,"","No mom, I'm not a hypochondriac- it's called being a Sickma Male",15,15,NA,NA,0,0,22,2,24,776,864,NA,NA
"212","02/03/2022","13:02",475664730749468,"Actualización de estado","XKCD becoming a schizo page? Finally.",131,50,81,NA,0,0,44,4,48,1424,1465,NA,NA
"213","02/03/2022","23:02",475906097391998,"Actualización de estado","",50,27,23,NA,0,2,47,2,51,1088,1132,NA,NA
"214","02/04/2022","09:02",476164470699494,"Actualización de estado","",11,6,5,NA,0,0,29,3,32,657,685,NA,NA
"215","02/04/2022","19:02",476397307342877,"Actualización de estado","",52,29,23,NA,0,0,21,2,23,1154,1210,NA,NA
"216","02/04/2022","19:02",476411364008138,"","OC",89,68,21,NA,0,2,69,5,76,1560,1641,NA,NA
"217","02/04/2022","23:02",476491954000079,"Actualización de estado","I love this painting. Used to be my wallpaper for a while. It's like a reverse Ozymandias.",51,20,31,NA,0,0,18,1,19,992,1017,NA,NA
"218","02/04/2022","23:02",476500757332532,"Actualización de estado","",45,17,27,1,0,0,38,7,45,1056,1078,NA,NA
"219","02/05/2022","10:02",476820860633855,"There is no reason to be alive if you can't do deadlift.","Get on the sigmarsson grindset",40,4,NA,36,0,0,19,0,19,743,766,NA,NA
"220","02/05/2022","19:02",477066337275974,"","OC",36,26,10,NA,0,6,66,8,80,1593,1655,NA,NA
"221","02/06/2022","16:02",477571503892124,"Actualización de estado","",25,9,16,NA,0,0,11,1,12,398,434,NA,NA
"222","02/06/2022","16:02",477585393890735,"Actualización de estado","",72,52,20,NA,0,0,51,4,55,1279,1334,NA,NA
"223","02/06/2022","19:02",477632143886060,"","OC",477,359,118,NA,0,19,603,85,707,12777,13410,NA,1
"224","02/06/2022","19:02",477636943885580,"Actualización de estado","",82,61,21,NA,0,2,35,5,42,1335,1415,NA,NA
"225","02/06/2022","23:02",477742807208327,"Actualización de estado","",11,3,8,NA,0,0,23,2,25,766,793,NA,NA
"226","01/01/2022","13:01",455934966055778,"","OC. Source: The first essay in ""Other Minds,"" by John Wisdom

Why is analytic philosophy like this?",70,29,41,NA,0,1,15,3,19,1005,1046,NA,NA
"227","04/19/2022","17:04",522579752724632,"Actualización de estado","",176,51,125,NA,0,0,30,1,31,1282,1361,NA,NA
"228","04/21/2022","08:04",523579602624647,"Actualización de estado","",210,52,158,NA,0,1,22,3,26,1623,1684,NA,NA
"229","04/21/2022","14:04",523744092608198,"","",84,77,7,NA,0,3,42,7,52,1288,1304,NA,NA
"230","04/22/2022","17:04",524470095868931,"Actualización de estado","",153,117,36,NA,0,2,62,7,71,1887,1929,NA,NA
"231","04/22/2022","22:04",524605615855379,"Actualización de estado","I'm a 6",516,317,199,NA,0,9,28,2,39,2784,2894,NA,NA
"232","04/23/2022","13:04",525004065815534,"Actualización de estado","",120,103,17,NA,0,1,58,3,62,1935,2009,NA,NA
"233","04/24/2022","02:04",525314392451168,"Fotos de la biografía","",35,16,19,NA,0,0,14,3,17,1168,1234,NA,NA
"234","04/24/2022","20:04",525774752405132,"Actualización de estado","",244,143,101,NA,0,9,61,15,85,1860,2050,NA,NA
"235","04/25/2022","18:04",526326235683317,"Actualización de estado","",315,249,66,NA,0,4,149,17,170,2719,2835,NA,NA
"236","04/26/2022","11:04",526791188970155,"Actualización de estado","Timely repost",7,4,3,NA,0,0,19,3,22,1129,1205,NA,NA
"237","04/26/2022","17:04",526912262291381,"","""A wonderful musical experience simulating the imaginative life of an NPC from Disney Studios.""",8,NA,8,NA,0,1,7,2,10,810,887,NA,NA
"238","04/26/2022","18:04",526935508955723,"Actualización de estado","",225,142,83,NA,0,3,107,32,142,2776,2861,NA,NA
"239","04/27/2022","23:04",527760525539888,"Actualización de estado","",115,103,12,NA,0,8,56,5,69,1763,1884,NA,NA
"240","04/30/2022","09:04",529448822037725,"","",181,125,56,NA,0,4,156,19,179,3941,4054,NA,NA
"241","04/30/2022","15:04",529578808691393,"Actualización de estado","",69,49,20,NA,0,1,28,1,30,1416,1487,NA,NA
"242","05/01/2022","01:05",529844375331503,"Wild Green Memes for Ecological Fiends","bugge",76,51,25,NA,0,3,34,2,39,1666,1727,NA,NA
"243","05/02/2022","05:05",530562885259652,"","Easter? I hardly even know 'er!
OC",14,9,5,NA,0,0,13,2,15,931,1001,NA,NA
"244","05/02/2022","08:05",530671531915454,"Actualización de estado","",237,174,63,NA,0,1,77,13,91,2460,2562,NA,NA
"245","05/02/2022","15:05",530858135230127,"Actualización de estado","",101,75,26,NA,0,0,20,2,22,823,895,NA,NA
"246","05/03/2022","11:05",531481551834452,"Asian Spiritual Shitposting (ASS)","",148,90,58,NA,0,1,52,15,68,2228,2345,NA,NA
"247","05/03/2022","23:05",531817628467511,"Actualización de estado","",147,115,32,NA,0,4,109,19,132,2418,2557,NA,NA
"248","05/08/2022","15:05",534978594818081,"Actualización de estado","",73,50,23,NA,0,0,26,6,32,1520,1628,NA,NA
"249","05/08/2022","17:05",535023318146942,"Actualización de estado","",142,109,33,NA,0,1,26,2,29,1961,2045,NA,NA
"250","05/10/2022","08:05",536178118031462,"Actualización de estado","",164,92,72,NA,0,1,99,13,113,2379,2479,NA,NA
"251","05/10/2022","14:05",536362948012979,"","OC.",8,2,6,NA,0,0,22,3,25,1018,1073,NA,NA
"252","05/11/2022","07:05",536841621298445,"Actualización de estado","",150,150,NA,NA,544,0,34,0,34,1312,1324,NA,NA
"253","05/11/2022","16:05",537100864605854,"","Long meme.",358,134,224,NA,0,2,94,7,103,3996,4286,NA,NA
"254","05/12/2022","09:05",537576551224952,"Actualización de estado","",604,337,267,NA,0,0,118,11,129,3032,3079,NA,NA
"255","05/12/2022","09:05",537579094558031,"","Shamelessly stolen",58,33,25,NA,0,2,77,15,94,2149,2254,NA,NA
"256","05/12/2022","21:05",537887141193893,"Actualización de estado","",128,94,30,4,0,2,40,6,48,1634,1702,NA,NA
"257","05/12/2022","22:05",537916784524262,"","OC",306,193,113,NA,0,8,209,40,257,6829,7243,1,NA
"258","05/13/2022","07:05",538167291165878,"","OC",52,38,14,NA,0,2,32,7,41,1028,1093,NA,NA
"259","05/13/2022","18:05",538459994469941,"Actualización de estado","",282,229,53,NA,0,2,84,10,96,2577,2642,NA,NA
"260","05/13/2022","21:05",538553461127261,"Actualización de estado","",586,200,386,NA,0,8,114,9,131,3365,3490,NA,NA
"261","05/14/2022","08:05",538845314431409,"","This book got hands tbh",991,655,336,NA,0,14,460,112,586,29827,30750,NA,NA
"262","05/15/2022","15:05",539771831005424,"","",376,237,139,NA,0,12,134,19,165,3560,3626,NA,NA
"263","05/15/2022","22:05",539968640985743,"Tension Grows Between Guy in Drive Jacket and Guy in Akira Jacket at Local Party","",59,26,NA,33,0,2,48,4,54,1341,1391,NA,NA
"264","05/17/2022","07:05",540901034225837,"Actualización de estado","",189,133,56,NA,0,2,102,12,116,2470,2548,NA,NA
"265","05/17/2022","08:05",540935110889096,"Actualización de estado","",77,42,35,NA,0,0,18,3,21,1145,1195,NA,NA
"266","05/17/2022","17:05",541176767531597,"Actualización de estado","This post has caused a certain someone to spin in his grave",93,74,19,NA,0,2,14,0,16,1533,1616,NA,NA
"267","05/17/2022","21:05",541286344187306,"Sigmund Freud's Dank Meme Stash 2: Daddy's Return","",26,18,8,NA,0,0,3,0,3,759,805,NA,NA
"268","05/18/2022","13:05",541746390807968,"","ATTENTION ☝️GYM🏋️‍♂️ LADIES♀️: IMPORTANT✔ SERVICE 🚩ANNOUNCEMENT!⬇️ 

IF you see a buff💪 MAN♂️ in the GYM🏯 lifting WEIGHTS🏋️‍♂️ and he SMILES 😊in your DIRECTION⏭

IT DOES NOT🚫❌✖❎ mean🤔 that he is interested😍 in YOU👰

HE👨‍💼 is PROBABLY ✔just thinking about his FOUCAULT🏛 x NIETZCH👨 TIME Travel🕢 Fan-Fiction👬

(Foucault goes back in time and teaches nietzche the true meaning of love and truth and power relations and nietzche doesn't get syphilis and becomes a stoner who likes MCR instead)",126,126,NA,NA,0,13,119,12,144,3666,3793,NA,NA
"269","05/18/2022","17:05",541818387467435,"Actualización de estado","",89,89,NA,NA,0,0,24,3,27,1358,1408,NA,NA
"270","05/18/2022","20:05",541911817458092,"Actualización de estado","",90,62,28,NA,0,2,43,9,54,1474,1512,NA,NA
"271","05/19/2022","11:05",542350880747519,"Actualización de estado","",216,170,46,NA,0,2,100,14,116,1813,1961,NA,NA
"272","05/19/2022","21:05",542592980723309,"Wild Green Memes for Ecological Fiends","",69,50,19,NA,0,2,35,3,40,1569,1642,NA,NA
"273","05/20/2022","06:05",542903427358931,"Actualización de estado","",83,42,41,NA,0,0,62,13,75,2055,2127,NA,NA
"274","05/20/2022","11:05",543047140677893,"Actualización de estado","Medieval philosophy is the friends you make along the way (while cosplaying with foam swords or whatever it is you people do)",217,69,148,NA,0,0,30,6,36,2222,2316,NA,NA
"275","05/20/2022","11:05",543050534010887,"","Low hanging fruit semi autobiographical O.C.",34,22,12,NA,0,3,20,4,27,1312,1451,NA,NA
"276","05/21/2022","22:05",544017177247556,"Paleontology CoprolitePosting: The TriassZucc Period","",82,47,35,NA,0,1,74,16,91,1951,2058,NA,NA
"277","05/22/2022","08:05",544310717218202,"Actualización de estado","",125,108,17,NA,0,3,52,7,62,2074,2186,NA,NA
"278","05/22/2022","14:05",544473497201924,"","S(oc)iety",50,22,28,NA,0,0,29,5,34,1480,1567,NA,NA
"279","05/22/2022","17:05",544532237196050,"Actualización de estado","",77,36,41,NA,0,0,21,5,26,1763,1865,NA,NA
"280","05/23/2022","15:05",545139660468641,"Actualización de estado","",51,24,27,NA,0,0,15,4,19,940,990,NA,NA
"281","05/24/2022","09:05",545596390422968,"","",599,491,108,NA,0,27,343,38,408,12004,12004,NA,NA
"282","05/24/2022","15:05",545753110407296,"Actualización de estado","",157,104,53,NA,0,1,63,8,72,2082,2169,NA,NA
"283","05/25/2022","13:05",546363003679640,"","They're just questions, Leon.",14,6,8,NA,0,0,11,2,13,1049,1096,NA,NA
"284","05/25/2022","21:05",546549536994320,"","This page has only one joke, which is the self-embodiment of physical perfection through psychological suffering.",62,62,NA,NA,0,6,43,0,49,1537,1590,NA,NA
"285","05/26/2022","08:05",546891006960173,"Actualización de estado","",172,94,78,NA,0,0,47,13,60,2161,2213,NA,NA
"286","05/26/2022","09:05",546917710290836,"","Madness and Civilization meme",116,87,29,NA,0,6,79,9,94,2193,2318,NA,NA
"287","05/26/2022","17:05",547139053602035,"Actualización de estado","",98,75,23,NA,0,1,52,8,61,1355,1442,NA,NA
"288","05/27/2022","11:05",547650206884253,"Actualización de estado","""We saw you from across the bar and really hate your vibe. Can you please stop ASSAULTING everyone with your dark energy?""",98,85,13,NA,0,2,35,6,43,1518,1582,NA,NA
"289","05/27/2022","14:05",547704956878778,"Actualización de estado","",191,156,35,NA,0,5,94,4,103,2577,2659,NA,NA
"290","05/29/2022","09:05",548941866755087,"Actualización de estado","",231,148,83,NA,0,1,79,14,94,2379,2508,1,NA
"291","05/29/2022","11:05",549010676748206,"Fotos de la biografía","",80,55,25,NA,0,0,41,8,49,1791,1933,NA,NA
"292","05/30/2022","09:05",549618376687436,"Actualización de estado","",123,123,NA,NA,481,0,33,0,33,1185,1248,NA,NA
"293","05/30/2022","12:05",549707316678542,"","Toxic in the sense that trying to read it will give you a serious headache. 

O.C, but probably has been done before.",853,606,247,NA,0,38,752,92,882,33649,33649,NA,NA
"294","05/30/2022","14:05",549765923339348,"","I will accept you as a Brother regardless.",85,65,20,NA,0,11,40,3,54,1959,2052,NA,NA
"295","05/31/2022","19:05",550537613262179,"","Sorry for all the Foucault posting lmao",211,134,77,NA,0,0,124,11,135,3961,4150,NA,NA
"296","05/31/2022","23:05",550626773253263,"Actualización de estado","",234,161,70,3,0,2,27,6,35,2196,2347,NA,NA
"297","06/01/2022","13:06",551037449878862,"Meme Symposium","",193,131,62,NA,0,3,76,13,92,2141,2295,NA,NA
"298","06/02/2022","07:06",551495253166415,"Actualización de estado","",221,167,54,NA,0,2,70,15,87,2332,2500,NA,NA
"299","06/02/2022","18:06",551835836465690,"","",120,94,26,NA,0,8,82,12,102,2609,2737,NA,NA
"300","06/03/2022","10:06",552286739753933,"Actualización de estado","",283,208,72,3,0,3,183,26,212,3150,3353,NA,NA
"301","06/03/2022","11:06",552310763084864,"","Poor Execution O.C.
 ""The Vinegar Tasters"" but with Donald Duck, Mickey Mouse, and Goofy. Somebody should make a better version of this who can actually draw.

The vinegar tasters shows buddha, laozi, and confucius tasting from a pot of vinegar. 
Laozi sees it as sweet, the way daoists see the world as already perfect.
Buddha sees it as bitter, the way buddhists see life as full of suffering,
Confucius sees it as sour, the way they think humans are corrupt and need to be managed through social institutions and traditions.",8,5,3,NA,0,0,8,0,8,1028,1097,NA,NA
"302","06/04/2022","06:06",552776366371637,"","OC",551,496,55,NA,0,50,129,21,200,4560,4949,NA,NA
"303","06/04/2022","15:06",553070649675542,"Actualización de estado","",106,72,34,NA,0,2,59,9,70,2006,2131,NA,NA
"304","06/04/2022","22:06",553256562990284,"Actualización de estado","",78,52,26,NA,0,1,82,12,95,1670,1762,NA,NA
"305","06/04/2022","22:06",553258269656780,"Actualización de estado","",187,138,49,NA,0,2,126,18,146,2228,2437,NA,1
"306","06/05/2022","09:06",553568579625749,"Actualización de estado","",361,214,147,NA,0,2,85,13,100,2875,3071,NA,NA
"307","06/05/2022","12:06",553643832951557,"","Honestly this question has been the source of all the dialectical tension in my life lately",159,124,35,NA,0,7,84,11,102,1905,2126,NA,NA
"308","06/06/2022","07:06",554157356233538,"Fotos de la biografía","",185,148,37,NA,0,8,82,19,109,2434,2616,NA,NA
"309","06/06/2022","08:06",554188806230393,"Actualización de estado","",105,85,20,NA,0,2,35,5,42,1842,2002,NA,1
"310","06/07/2022","18:06",555071949475412,"Actualización de estado","",99,62,37,NA,0,0,41,8,49,1845,1985,NA,NA
"311","06/07/2022","19:06",555117569470850,"","",37,25,12,NA,0,2,32,8,42,1284,1420,NA,NA
"312","06/08/2022","12:06",555568112759129,"","Stolen",228,171,57,NA,0,13,96,14,123,3032,3253,NA,NA
"313","06/09/2022","00:06",555871959395411,"Actualización de estado","",28,22,6,NA,0,0,20,2,22,1225,1303,NA,NA
"314","06/09/2022","10:06",556138816035392,"","Cookie Clicker is basically about Jouissance.",0,NA,NA,NA,0,0,5,0,5,672,719,NA,NA
"315","06/10/2022","15:06",556911055958168,"Actualización de estado","",130,72,58,NA,0,0,30,7,37,1169,1264,NA,NA
"316","06/10/2022","23:06",557110539271553,"","In case you haven't seen DUNE by now, this is basically it, you don't need to see it now.
O.C.",14,9,5,NA,0,0,23,2,25,987,1112,NA,NA
"317","06/11/2022","04:06",557247985924475,"Actualización de estado","",108,86,22,NA,0,3,85,11,99,2093,2198,NA,NA
"318","06/12/2022","13:06",558139299168677,"","Myth(O)poeti(C) homies where you at",69,60,9,NA,0,4,62,12,78,1388,1511,1,NA
"319","06/13/2022","07:06",558623022453638,"Meme Symposium","",620,374,246,NA,0,11,216,44,271,3488,3668,NA,NA
"320","06/13/2022","08:06",558676265781647,"Actualización de estado","No-context spoiler for Cronenberg's new movie",96,96,NA,NA,396,1,29,0,30,884,947,NA,NA
"321","06/13/2022","19:06",558925652423375,"Actualización de estado","",86,66,20,NA,0,0,36,2,38,1659,1709,NA,NA
"322","06/14/2022","07:06",559289559053651,"Actualización de estado","",191,109,82,NA,0,1,41,9,51,1897,2006,NA,NA
"323","06/14/2022","17:06",559553709027236,"Fotos de la biografía","",33,23,10,NA,0,0,9,2,11,951,994,NA,NA
"324","06/16/2022","07:06",560533762262564,"","The memes make themselves these days",194,123,71,NA,0,14,195,37,246,4165,4408,NA,NA
"325","06/16/2022","18:06",560808695568404,"Actualización de estado","",237,106,131,NA,0,4,83,17,104,2573,2700,NA,NA
"326","06/16/2022","18:06",560822015567072,"","Dang really looking forward to this.",375,316,59,NA,0,9,141,10,160,8014,8301,NA,NA
"327","06/17/2022","10:06",561261865523087,"Actualización de estado","",86,51,35,NA,0,4,21,2,27,1615,1697,NA,NA
"328","06/17/2022","13:06",561337458848861,"","Red book OC",679,558,121,NA,0,39,373,49,461,10146,10481,NA,NA
"329","06/17/2022","14:06",561377685511505,"","The secret to getting gains is living in harmony with the Wu Whey",9,9,NA,NA,0,0,27,6,33,1105,1162,NA,NA
"330","06/18/2022","00:06",561616235487650,"Asian Spiritual Shitposting (ASS)","",84,54,30,NA,0,2,29,3,34,1440,1501,NA,NA
"331","06/18/2022","16:06",562089472106993,"","OC",16,9,7,NA,0,0,11,1,12,1562,1575,NA,NA
"332","06/19/2022","19:06",562843855364888,"","",88,36,52,NA,0,5,96,20,121,2144,2219,NA,NA
"333","06/19/2022","19:06",562845172031423,"Actualización de estado","",273,227,46,NA,0,2,115,23,140,2815,3009,NA,NA
"334","06/20/2022","17:06",563422305307043,"Actualización de estado","",25,19,6,NA,0,0,10,1,11,1157,1220,NA,NA
"335","06/20/2022","21:06",563534548629152,"","Goodnight Bros, and don't forget that sleep is important to build muscles and also have dreams.",148,125,23,NA,0,10,103,12,125,2093,2283,NA,NA
"336","06/21/2022","07:06",563786655270608,"Actualización de estado","",33,24,9,NA,0,0,17,2,19,1326,1391,NA,NA
